date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:52:51	87419/87419	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:48%20GMT	https://gangapipes.com/category.php?cid=3	C:/My%20Web%20Sites/kapdevala/gangapipes.com/categoryb070.html	(from https://gangapipes.com/)
19:52:51	67504/67504	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:49%20GMT	https://gangapipes.com/category.php?cid=4	C:/My%20Web%20Sites/kapdevala/gangapipes.com/category10ec.html	(from https://gangapipes.com/)
19:52:51	52901/52901	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:49%20GMT	https://gangapipes.com/category.php?cid=5	C:/My%20Web%20Sites/kapdevala/gangapipes.com/category03d3.html	(from https://gangapipes.com/)
19:52:51	76574/76574	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:49%20GMT	https://gangapipes.com/category.php?cid=6	C:/My%20Web%20Sites/kapdevala/gangapipes.com/categorya69b.html	(from https://gangapipes.com/)
19:52:52	26115/26115	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:49%20GMT	https://gangapipes.com/category.php?cid=7	C:/My%20Web%20Sites/kapdevala/gangapipes.com/categoryf6bb.html	(from https://gangapipes.com/)
19:52:52	24971/24971	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:49%20GMT	https://gangapipes.com/category.php?cid=8	C:/My%20Web%20Sites/kapdevala/gangapipes.com/category568c.html	(from https://gangapipes.com/)
19:52:52	52934/52934	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:50%20GMT	https://gangapipes.com/category.php?cid=9	C:/My%20Web%20Sites/kapdevala/gangapipes.com/category185b.html	(from https://gangapipes.com/)
19:52:52	59158/59158	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:50%20GMT	https://gangapipes.com/category.php?cid=10	C:/My%20Web%20Sites/kapdevala/gangapipes.com/category30ba.html	(from https://gangapipes.com/)
19:52:53	27147/27147	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:50%20GMT	https://gangapipes.com/contact.php	C:/My%20Web%20Sites/kapdevala/gangapipes.com/contact.html	(from https://gangapipes.com/)
19:52:53	24085/24085	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:22:50%20GMT	https://gangapipes.com/inquiry.php	C:/My%20Web%20Sites/kapdevala/gangapipes.com/inquiry.html	(from https://gangapipes.com/)
19:52:53	4173/4173	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:47:32%20GMT	https://gangapipes.com/assets/images/small-logo.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/small-logo.png	(from https://gangapipes.com/)
19:52:53	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:22:51%20GMT	https://gangapipes.com/18003130822	C:/My%20Web%20Sites/kapdevala/gangapipes.com/18003130822	(from https://gangapipes.com/)
19:52:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:22:53%20GMT	http://gangapipes.com/newweb/category.php?cid=1	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.1dcc32.delayed	(from https://gangapipes.com/)
19:52:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:22:53%20GMT	http://gangapipes.com/newweb/category.php?cid=2	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.1f2047.delayed	(from https://gangapipes.com/)
19:53:48	318133/318133	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:10%20GMT	http://gangapipes.com//upload/banner/1658579788banner31.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658579788banner31.jpg	(from https://gangapipes.com/)
19:53:48	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:23:45%20GMT	http://gangapipes.com/newweb/category.php?cid=3	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.21b070.delayed	(from https://gangapipes.com/)
19:53:49	331627/331627	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:33:56%20GMT	http://gangapipes.com//upload/banner/1658579754banner21.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658579754banner21.jpg	(from https://gangapipes.com/)
19:53:49	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:23:47%20GMT	http://gangapipes.com/newweb/category.php?cid=4	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.2310ec.delayed	(from https://gangapipes.com/)
19:53:51	350272/350272	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:06%20GMT	http://gangapipes.com//upload/banner/1658580017banner11.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658580017banner11.jpg	(from https://gangapipes.com/)
19:53:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:23:49%20GMT	http://gangapipes.com/newweb/category.php?cid=5	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.2503d3.delayed	(from https://gangapipes.com/)
19:54:50	1573437/1573437	---M--	200	added ('OK')	application/pdf	date:Wed,%2027%20Jul%202022%2012:08:04%20GMT	https://gangapipes.com/Ganga-Pipes-Catalogue.pdf	C:/My%20Web%20Sites/kapdevala/gangapipes.com/Ganga-Pipes-Catalogue.pdf	(from https://gangapipes.com/)
19:54:50	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:24:48%20GMT	http://gangapipes.com/newweb/category.php?cid=9	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.27185b.delayed	(from https://gangapipes.com/)
19:55:28	595331/595331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:00%20GMT	http://gangapipes.com//upload/banner/1658580833banner4.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658580833banner4.jpg	(from https://gangapipes.com/)
19:55:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:25:26%20GMT	http://gangapipes.com/newweb/category.php?cid=6	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.29a69b.delayed	(from https://gangapipes.com/)
19:56:01	818052/818052	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:33:54%20GMT	http://gangapipes.com//upload/banner/1658580555banner5.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658580555banner5.jpg	(from https://gangapipes.com/)
19:56:02	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:25:59%20GMT	http://gangapipes.com/newweb/category.php?cid=8	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/category.2b568c.delayed	(from https://gangapipes.com/)
19:56:12	58352/58352	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Jul%202022%2013:18:58%20GMT	https://gangapipes.com/assets/images/since.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/since.png	(from https://gangapipes.com/)
19:56:12	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:26:09%20GMT	http://gangapipes.com/newweb/pages.php?pid=4	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/pages.2d9f7f.delayed	(from https://gangapipes.com/)
19:56:12	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Sep%202024%2014:26:10%20GMT	http://gangapipes.com/newweb/pages.php?pid=6	C:/My%20Web%20Sites/kapdevala/gangapipes.com/newweb/pages011e.php	(from https://gangapipes.com/)
19:56:21	50585/50585	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496134feature-1.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496134feature-1.jpg	(from https://gangapipes.com/)
19:56:29	49749/49749	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496161feature-2.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496161feature-2.jpg	(from https://gangapipes.com/)
19:56:40	66237/66237	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496179feature-3.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496179feature-3.jpg	(from https://gangapipes.com/)
19:56:48	43291/43291	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496213feature-11.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496213feature-11.jpg	(from https://gangapipes.com/)
19:56:58	62862/62862	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:16%20GMT	http://gangapipes.com//upload/category/1656496238feature-21.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496238feature-21.jpg	(from https://gangapipes.com/)
19:57:10	865899/865899	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:33:56%20GMT	http://gangapipes.com//upload/banner/1658580966banner6.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1658580966banner6.jpg	(from https://gangapipes.com/)
19:57:10	73376/73376	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:16%20GMT	http://gangapipes.com//upload/category/1656496269feature-31.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496269feature-31.jpg	(from https://gangapipes.com/)
19:57:22	73483/73483	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496292feature-113.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496292feature-113.jpg	(from https://gangapipes.com/)
19:57:25	90362/90362	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:16%20GMT	http://gangapipes.com//upload/category/1656496314feature-212.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496314feature-212.jpg	(from https://gangapipes.com/)
19:57:30	50206/50206	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:14%20GMT	http://gangapipes.com//upload/category/1656496340feature-312.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/1656496340feature-312.jpg	(from https://gangapipes.com/)
19:57:36	62274/62274	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Aug%202022%2006:51:03%20GMT	http://gangapipes.com//upload/category/16595094630PEX-Pipes-copy1.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/category/16595094630PEX-Pipes-copy1.jpg	(from https://gangapipes.com/)
19:57:39	15643/15643	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:28%20GMT	https://gangapipes.com/assets/images/qulitylogo/c1.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c1.png	(from https://gangapipes.com/)
19:57:39	818288/818288	---M--	200	added ('OK')	image/jpeg	date:Sat,%2030%20Jul%202022%2012:43:52%20GMT	http://gangapipes.com//upload/banner/1659185032banner71.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/banner/1659185032banner71.jpg	(from https://gangapipes.com/)
19:57:41	14991/14991	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:30%20GMT	https://gangapipes.com/assets/images/qulitylogo/c2.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c2.png	(from https://gangapipes.com/)
19:57:42	16108/16108	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:30%20GMT	https://gangapipes.com/assets/images/qulitylogo/c3.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c3.png	(from https://gangapipes.com/)
19:57:43	11943/11943	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:30%20GMT	https://gangapipes.com/assets/images/qulitylogo/c4.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c4.png	(from https://gangapipes.com/)
19:57:44	12440/12440	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:30%20GMT	https://gangapipes.com/assets/images/qulitylogo/c5.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c5.png	(from https://gangapipes.com/)
19:57:46	14463/14463	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:32%20GMT	https://gangapipes.com/assets/images/qulitylogo/c6.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c6.png	(from https://gangapipes.com/)
19:57:46	9108/9108	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:32%20GMT	https://gangapipes.com/assets/images/qulitylogo/c7.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c7.png	(from https://gangapipes.com/)
19:57:47	45143/45143	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:27:44%20GMT	https://gangapipes.com/product-details.php?prdid=1	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsd76e.html	(from https://gangapipes.com/)
19:57:47	8589/8589	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Jun%202022%2003:48:32%20GMT	https://gangapipes.com/assets/images/qulitylogo/c8.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/assets/images/qulitylogo/c8.png	(from https://gangapipes.com/)
19:57:49	46336/46336	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:27:45%20GMT	https://gangapipes.com/product-details.php?prdid=29	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details756c.html	(from https://gangapipes.com/)
19:57:53	35483/35483	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:16%20GMT	http://gangapipes.com//upload/products/16578877871-pipe-3-meter.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/16578877871-pipe-3-meter.jpg	(from https://gangapipes.com/)
19:57:54	30003/30003	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:22%20GMT	http://gangapipes.com//upload/products/16579680061-pipe-3-mtr.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/16579680061-pipe-3-mtr.jpg	(from https://gangapipes.com/)
19:57:57	46078/46078	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:27:52%20GMT	https://gangapipes.com/product-details.php?prdid=53	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsf01c.html	(from https://gangapipes.com/)
19:57:59	32859/32859	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:20%20GMT	http://gangapipes.com//upload/products/1658153599Ring-Type-Pipe-A.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658153599Ring-Type-Pipe-A.jpg	(from https://gangapipes.com/)
19:58:00	43769/43769	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:27:55%20GMT	https://gangapipes.com/product-details.php?prdid=10	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsa019.html	(from https://gangapipes.com/)
19:58:03	25017/25017	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:16%20GMT	http://gangapipes.com//upload/products/165788860610-fta.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/165788860610-fta.jpg	(from https://gangapipes.com/)
19:58:03	228605/228605	---M--	200	added ('OK')	image/png	date:Wed,%2027%20Jul%202022%2009:34:18%20GMT	http://gangapipes.com//upload/cms/1656511228about-1.png	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/cms/1656511228about-1.png	(from https://gangapipes.com/)
19:58:04	43764/43764	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:27:58%20GMT	https://gangapipes.com/product-details.php?prdid=38	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsd9e8.html	(from https://gangapipes.com/)
19:58:05	41891/41891	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:01%20GMT	https://gangapipes.com/product-details.php?prdid=62	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details2cf4.html	(from https://gangapipes.com/)
19:58:05	16814/16814	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:02%20GMT	http://gangapipes.com//upload/products/1658128059UPVCFTA.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658128059UPVCFTA.jpg	(from https://gangapipes.com/)
19:58:06	46855/46855	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:02%20GMT	https://gangapipes.com/product-details.php?prdid=11	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details6822.html	(from https://gangapipes.com/)
19:58:07	21253/21253	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:16%20GMT	http://gangapipes.com//upload/products/1658154852Ring-Type-Double-Y.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658154852Ring-Type-Double-Y.jpg	(from https://gangapipes.com/)
19:58:08	18475/18475	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:08%20GMT	http://gangapipes.com//upload/products/165788891911-reducer-tee.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/165788891911-reducer-tee.jpg	(from https://gangapipes.com/)
19:58:08	48269/48269	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:03%20GMT	https://gangapipes.com/product-details.php?prdid=39	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details0fc9.html	(from https://gangapipes.com/)
19:58:09	14749/14749	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:24%20GMT	http://gangapipes.com//upload/products/1658128839UPVCReducerTee.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658128839UPVCReducerTee.jpg	(from https://gangapipes.com/)
19:58:10	41903/41903	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:06%20GMT	https://gangapipes.com/product-details.php?prdid=63	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details0d61.html	(from https://gangapipes.com/)
19:58:11	48471/48471	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:07%20GMT	https://gangapipes.com/product-details.php?prdid=12	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsdd89.html	(from https://gangapipes.com/)
19:58:12	22506/22506	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:10%20GMT	http://gangapipes.com//upload/products/1658154896Bend-87-with-Door.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658154896Bend-87-with-Door.jpg	(from https://gangapipes.com/)
19:58:14	23861/23861	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:18%20GMT	http://gangapipes.com//upload/products/165788911812-reducer-coupler.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/165788911812-reducer-coupler.jpg	(from https://gangapipes.com/)
19:58:14	14401/14401	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:22%20GMT	http://gangapipes.com//upload/products/1658129029UPVCReducerCoupler.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658129029UPVCReducerCoupler.jpg	(from https://gangapipes.com/)
19:58:14	48289/48289	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:09%20GMT	https://gangapipes.com/product-details.php?prdid=40	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details362b.html	(from https://gangapipes.com/)
19:58:15	41834/41834	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:12%20GMT	https://gangapipes.com/product-details.php?prdid=64	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-detailsa228.html	(from https://gangapipes.com/)
19:58:16	43042/43042	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:12%20GMT	https://gangapipes.com/product-details.php?prdid=13	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details686a.html	(from https://gangapipes.com/)
19:58:17	42527/42527	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:14%20GMT	https://gangapipes.com/product-details.php?prdid=41	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details09f9.html	(from https://gangapipes.com/)
19:58:18	22291/22291	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:04%20GMT	http://gangapipes.com//upload/products/1658154956Ring-Type-Single-Tee-with-Door.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658154956Ring-Type-Single-Tee-with-Door.jpg	(from https://gangapipes.com/)
19:58:19	25089/25089	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:35:02%20GMT	http://gangapipes.com//upload/products/165788949613-reducer-elbow.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/165788949613-reducer-elbow.jpg	(from https://gangapipes.com/)
19:58:19	14256/14256	---M--	200	added ('OK')	image/jpeg	date:Wed,%2027%20Jul%202022%2009:34:42%20GMT	http://gangapipes.com//upload/products/1658129310UPVCReducerElbow.jpg	C:/My%20Web%20Sites/kapdevala/gangapipes.com/upload/products/1658129310UPVCReducerElbow.jpg	(from https://gangapipes.com/)
19:58:20	41849/41849	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:16%20GMT	https://gangapipes.com/product-details.php?prdid=65	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details50dc.html	(from https://gangapipes.com/)
19:58:21	41634/41634	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202024%2014:28:18%20GMT	https://gangapipes.com/product-details.php?prdid=14	C:/My%20Web%20Sites/kapdevala/gangapipes.com/product-details87c2.html	(from https://gangapipes.com/)
